Repeat,Model,Contamination,RMSE,MAE,R2
2,Huber,0.2,0.7618729106853417,0.5210689443531407,0.5570464323166082
3,OLS,0.2,0.7475982349286643,0.5343977224395917,0.5734895516217166
3,Ridge,0.2,0.7475554221588196,0.5343733812728874,0.5735384002410913
3,LASSO,0.2,0.7392354363109869,0.5332642845862855,0.5829782614649983
3,Huber,0.2,0.7565464998849796,0.5207069092391461,0.5632183417603287
4,OLS,0.2,0.7455709294959794,0.5409169980534502,0.575799601391842
4,Ridge,0.2,0.7455315443562355,0.5408958825872203,0.5758444173846201
4,LASSO,0.2,0.7377584224213019,0.5400181713755406,0.5846430397750917
4,Huber,0.2,0.7617671438042847,0.5216608938928475,0.5571694096916817
5,OLS,0.2,0.750012934756872,0.5414007828824934,0.5707298930004698
5,Ridge,0.2,0.7499868423991851,0.5413973478104338,0.5707597604169525
5,LASSO,0.2,0.744029986461553,0.54456713051076,0.5775512607544031
5,Huber,0.2,0.7606250319215128,0.5220669069904118,0.5584962795643758
6,OLS,0.2,0.7551770929226559,0.5416496307551366,0.5647981270391803
6,Ridge,0.2,0.755128646127746,0.5416307027628522,0.5648539641660666
6,LASSO,0.2,0.7440651770796212,0.540381883878408,0.5775112984301068
6,Huber,0.2,0.7589714829798855,0.5186955092018076,0.5604137932953095
7,OLS,0.2,0.7523173635722848,0.5339061508219347,0.5680879596138527
7,Ridge,0.2,0.7522753353882099,0.5338909066618959,0.5681362157689615
7,LASSO,0.2,0.7423327861672748,0.5327308455409369,0.5794763508423055
7,Huber,0.2,0.7578388123499434,0.5193903105715918,0.5617248698380084
8,OLS,0.2,0.7425385931264382,0.5346180372467522,0.5792431436006004
8,Ridge,0.2,0.7425317631975172,0.5346214904005427,0.5792508838749306
8,LASSO,0.2,0.7422752239977259,0.5396468247474204,0.5795415650307107
8,Huber,0.2,0.7535905636815877,0.5198780006490842,0.5666248117192515
9,OLS,0.2,0.7523195320900146,0.5357509450851257,0.5680854696799167
9,Ridge,0.2,0.7522645327039205,0.5357174579506314,0.5681486188198148
9,LASSO,0.2,0.7418849670937148,0.5339211344359439,0.5799835673146155
9,Huber,0.2,0.7579991906163249,0.5192613834461913,0.5615393495347537
10,OLS,0.2,0.7481991360392571,0.5295013936839071,0.5728036388140656
10,Ridge,0.2,0.7481812137046738,0.5294987358052339,0.5728241046607877
10,LASSO,0.2,0.7437685216885271,0.5322924467648074,0.5778481199073097
10,Huber,0.2,0.7645541169388149,0.5209355636097587,0.5539232350859005
11,OLS,0.2,0.7490930695817075,0.539597041405461,0.5717822174504459
11,Ridge,0.2,0.7490761106853888,0.5395976521125746,0.5718016062795961
11,LASSO,0.2,0.7445159432882593,0.5422195455805556,0.5769992429733599
11,Huber,0.2,0.7584656008306473,0.5218939990115598,0.5609995984493019
12,OLS,0.2,0.7527536971398615,0.5307336281498689,0.5675868084188582
12,Ridge,0.2,0.7527331058445289,0.5307349778763939,0.5676104650969598
12,LASSO,0.2,0.747510952100834,0.5347179562647196,0.5735891368351316
12,Huber,0.2,0.7675839102841727,0.5212571369022646,0.5503807825568577
13,OLS,0.2,0.7431440745319738,0.5418595859880235,0.5785566760589927
13,Ridge,0.2,0.7431265802707585,0.5418539001894629,0.5785765181140332
13,LASSO,0.2,0.7408090687868193,0.5458238548017954,0.5812009185609336
13,Huber,0.2,0.7565023619429594,0.5214329397337947,0.5632693051343944
14,OLS,0.2,0.7493664772802903,0.5448182553797586,0.5714695743116018
14,Ridge,0.2,0.7493302208509838,0.5448009581748823,0.5715110402903838
14,LASSO,0.2,0.7418290708563392,0.545566846525543,0.5800468559774985
14,Huber,0.2,0.7604621919156818,0.5214074509329052,0.5586852998294318
15,OLS,0.2,0.7483249613237836,0.5352656408161979,0.5726599427821563
15,Ridge,0.2,0.7482776279071456,0.5352385075236459,0.5727140017172474
15,LASSO,0.2,0.7390498766476191,0.5331064192996894,0.5831875931542563
15,Huber,0.2,0.7552388967741288,0.5211694149706348,0.5647268900993854
16,OLS,0.2,0.752947489660603,0.5298648660165833,0.5673641347091091
16,Ridge,0.2,0.7529206330332875,0.5298634315210692,0.5673949972410584
16,LASSO,0.2,0.7463832578528872,0.5323148913693538,0.5748747323519352
16,Huber,0.2,0.7596499604511295,0.5193110780638763,0.5596275117192329
17,OLS,0.2,0.7450197080118008,0.5425442791683531,0.5764266160087692
17,Ridge,0.2,0.7449849029516696,0.5425258274362357,0.576466191210818
17,LASSO,0.2,0.7392474088230644,0.5437359619710109,0.5829647533511089
17,Huber,0.2,0.7548858809935083,0.5213206696846822,0.5651337080364647
18,OLS,0.2,0.7478584076564325,0.5301845889630346,0.573192638947566
18,Ridge,0.2,0.7478479434216595,0.5301920918155036,0.5732045828694019
18,LASSO,0.2,0.7457333454757379,0.5354497555779741,0.5756147647118746
18,Huber,0.2,0.7611893170770894,0.5214666531484242,0.5578409595376187
19,OLS,0.2,0.7421150280903497,0.534422814817392,0.5797230299376841
19,Ridge,0.2,0.7420963086794651,0.534416224425975,0.5797442321442577
19,LASSO,0.2,0.7388264513651108,0.5364120458159721,0.5834395716904092
19,Huber,0.2,0.7566255825916539,0.521280610746405,0.5631270223738369
20,OLS,0.2,0.7434221084270017,0.5311993227566801,0.5782412662953785
20,Ridge,0.2,0.7434158202640603,0.5311978415677474,0.5782484010749156
20,LASSO,0.2,0.7441259570248993,0.5353294455273488,0.5774422725174368
20,Huber,0.2,0.7576993083122331,0.5204900342873034,0.5618862115951597
21,OLS,0.2,0.7476780128714374,0.5337178333493526,0.5733985189251251
21,Ridge,0.2,0.7476601226704381,0.5337173695139165,0.5734189338492067
21,LASSO,0.2,0.7435537045892154,0.5372399968935176,0.5780919386323765
21,Huber,0.2,0.7601749864274926,0.5202976033613453,0.5590185815379798
22,OLS,0.2,0.7446413543762793,0.53352069472187,0.5768567249961221
22,Ridge,0.2,0.7446178240576626,0.5335148364784139,0.5768834668328718
22,LASSO,0.2,0.740485750824103,0.5359255036499669,0.5815663992858152
22,Huber,0.2,0.7585179584906702,0.5212405600908616,0.5609389870594397
23,OLS,0.2,0.7477414186600985,0.5425476050884152,0.5733261611726908
23,Ridge,0.2,0.7477045409620183,0.5425317373025095,0.5733682462053102
23,LASSO,0.2,0.7394713489344973,0.5420063828396777,0.5827120502264443
23,Huber,0.2,0.7559423882298931,0.522173429809205,0.5639156142765211
24,OLS,0.2,0.7480240214694244,0.5356965212915097,0.5730035843875098
24,Ridge,0.2,0.7479974931198631,0.5356881651810326,0.5730338703381934
24,LASSO,0.2,0.7418411897227486,0.536855945064484,0.5800331347637537
24,Huber,0.2,0.7612017466592234,0.5210352434998337,0.5578265192483037
25,OLS,0.2,0.7369377355641856,0.5400677573451751,0.5855666168988711
25,Ridge,0.2,0.7369252990043895,0.5400594000091379,0.5855806047347796
25,LASSO,0.2,0.738118702971531,0.5436928044181499,0.5842372658284565
25,Huber,0.2,0.7546909657650336,0.5214962530488781,0.5653582482531999
26,OLS,0.2,0.7432686360866732,0.5393424540829229,0.5784153843849933
26,Ridge,0.2,0.7432348381003885,0.539325388938128,0.5784537241894872
26,LASSO,0.2,0.7377016036926658,0.5403081289099076,0.5847070150410043
26,Huber,0.2,0.7564399987394836,0.5200524894807683,0.5633413070313997
27,OLS,0.2,0.7424748189304485,0.5375699882390321,0.5793154153401568
27,Ridge,0.2,0.7424610147859546,0.5375678140229012,0.5793310579900114
27,LASSO,0.2,0.7399996334375668,0.5409488815601793,0.5821156092635797
27,Huber,0.2,0.7570680448555923,0.5203964057284697,0.5626159206335173
28,OLS,0.2,0.7434024303531442,0.5450705458785118,0.5782635935562361
28,Ridge,0.2,0.743386942125489,0.5450696647831099,0.5782811664916011
28,LASSO,0.2,0.7410590477165035,0.5483920097255975,0.580918231390861
28,Huber,0.2,0.7572000065783256,0.5215859709292425,0.5624634297516129
29,OLS,0.2,0.7549158610159933,0.5285820462660533,0.5650991662323982
29,Ridge,0.2,0.7548856238031191,0.5285748570032488,0.565134004355192
29,LASSO,0.2,0.7473441360280874,0.5298058254050821,0.5737794330398034
29,Huber,0.2,0.7634220625973558,0.5209669842726256,0.5552432444084954
